Time (sec) ,  Temperature (C) ,measured,,   ,   ,   ,   ,   ,   ,   ,   ,   ,  
2597,59.9,2.11,,,,,,,,,,,
2598,59.9,2.11,,,,,,,,,,,
2599,59.9,2.11,,,,,,,,,,,
2600,59.8,2.12,,,,,,,,,,,
2601,59.8,2.12,,,,,,,,,,,
2602,59.8,2.12,,,,,,,,,,,
2603,59.8,2.11,,,,,,,,,,,
2604,59.7,2.11,,,,,,,,,,,
2605,59.7,2.11,,,,,,,,,,,
2606,59.7,2.12,,,,,,,,,,,
2607,59.7,2.12,,,,,,,,,,,
2608,59.7,2.11,,,,,,,,,,,
2609,59.6,2.11,,,,,,,,,,,
2610,59.6,2.11,,,,,,,,,,,
2611,59.6,2.12,,,,,,,,,,,
2612,59.6,2.12,,,,,,,,,,,
2613,59.6,2.11,,,,,,,,,,,
2614,59.5,2.11,,,,,,,,,,,
2615,59.5,2.12,,,,,,,,,,,
2616,59.5,2.12,,,,,,,,,,,
2617,59.5,2.12,,,,,,,,,,,
2618,59.4,2.11,,,,,,,,,,,
2619,59.4,2.11,,,,,,,,,,,
2620,59.4,2.11,,,,,,,,,,,
2621,59.4,2.12,,,,,,,,,,,
2622,59.4,2.12,,,,,,,,,,,
2623,59.3,2.11,,,,,,,,,,,
2624,59.3,2.11,,,,,,,,,,,
2625,59.3,2.11,,,,,,,,,,,
2626,59.3,2.12,,,,,,,,,,,
2627,59.3,2.12,,,,,,,,,,,
2628,59.2,2.11,,,,,,,,,,,
2629,59.2,2.11,,,,,,,,,,,
2630,59.2,2.11,,,,,,,,,,,
2631,59.2,2.12,,,,,,,,,,,
2632,59.1,2.11,,,,,,,,,,,
2633,59.1,2.11,,,,,,,,,,,
2634,59.1,2.11,,,,,,,,,,,
2635,59.1,2.11,,,,,,,,,,,
2636,59.1,2.12,,,,,,,,,,,
2637,59,2.12,,,,,,,,,,,
2638,59,2.11,,,,,,,,,,,
2639,59,2.11,,,,,,,,,,,
2640,59,2.11,,,,,,,,,,,
2641,58.9,2.12,,,,,,,,,,,
2642,58.9,2.12,,,,,,,,,,,
2643,58.9,2.11,,,,,,,,,,,
2644,58.9,2.11,,,,,,,,,,,
2645,58.9,2.11,,,,,,,,,,,
2646,58.8,2.12,,,,,,,,,,,
2647,58.8,2.12,,,,,,,,,,,
2648,58.8,2.11,,,,,,,,,,,
2649,58.8,2.11,,,,,,,,,,,
2650,58.8,2.11,,,,,,,,,,,
2651,58.7,2.12,,,,,,,,,,,
2652,58.7,2.12,,,,,,,,,,,
2653,58.7,2.11,,,,,,,,,,,
2654,58.7,2.11,,,,,,,,,,,
2655,58.7,2.11,,,,,,,,,,,
2656,58.6,2.12,,,,,,,,,,,
2657,58.6,2.12,,,,,,,,,,,
2658,58.6,2.11,,,,,,,,,,,
2659,58.6,2.11,,,,,,,,,,,
2660,58.6,2.11,,,,,,,,,,,
2661,58.5,2.12,,,,,,,,,,,
2662,58.5,2.12,,,,,,,,,,,
2663,58.5,2.11,,,,,,,,,,,
2664,58.5,2.11,,,,,,,,,,,
2665,58.4,2.11,,,,,,,,,,,
2666,58.4,2.12,,,,,,,,,,,
2667,58.4,2.12,,,,,,,,,,,
2668,58.4,2.11,,,,,,,,,,,
2669,58.4,2.11,,,,,,,,,,,
2670,58.3,2.11,,,,,,,,,,,
2671,58.3,2.12,,,,,,,,,,,
2672,58.3,2.12,,,,,,,,,,,
2673,58.3,2.11,,,,,,,,,,,
2674,58.3,2.11,,,,,,,,,,,
2675,58.2,2.11,,,,,,,,,,,
2676,58.2,2.12,,,,,,,,,,,
2677,58.2,2.12,,,,,,,,,,,
2678,58.2,2.11,,,,,,,,,,,
2679,58.2,2.11,,,,,,,,,,,
2680,58.1,2.11,,,,,,,,,,,
2681,58.1,2.12,,,,,,,,,,,
2682,58.1,2.11,,,,,,,,,,,
2683,58.1,2.11,,,,,,,,,,,
2684,58.1,2.11,,,,,,,,,,,
2685,58,2.12,,,,,,,,,,,
2686,58,2.12,,,,,,,,,,,
2687,58,2.11,,,,,,,,,,,
2688,58,2.11,,,,,,,,,,,
2689,58,2.11,,,,,,,,,,,
2690,57.9,2.12,,,,,,,,,,,
2691,57.9,2.12,,,,,,,,,,,
2692,57.9,2.11,,,,,,,,,,,
2693,57.9,2.11,,,,,,,,,,,
2694,57.8,2.12,,,,,,,,,,,
2695,57.8,2.12,,,,,,,,,,,
2696,57.8,2.12,,,,,,,,,,,
2697,57.8,2.11,,,,,,,,,,,
2698,57.8,2.11,,,,,,,,,,,
2699,57.7,2.12,,,,,,,,,,,
2700,57.7,2.12,,,,,,,,,,,
2701,57.7,2.12,,,,,,,,,,,
2702,57.7,2.11,,,,,,,,,,,
2703,57.7,2.11,,,,,,,,,,,
2704,57.6,2.11,,,,,,,,,,,
2705,57.6,2.11,,,,,,,,,,,
2706,57.6,2.12,,,,,,,,,,,
2707,57.6,2.12,,,,,,,,,,,
2708,57.6,2.11,,,,,,,,,,,
2709,57.5,2.11,,,,,,,,,,,
2710,57.5,2.11,,,,,,,,,,,
2711,57.5,2.12,,,,,,,,,,,
2712,57.5,2.12,,,,,,,,,,,
2713,57.5,2.11,,,,,,,,,,,
2714,57.4,2.11,,,,,,,,,,,
2715,57.4,2.11,,,,,,,,,,,
2716,57.4,2.12,,,,,,,,,,,
2717,57.4,2.12,,,,,,,,,,,
2718,57.4,2.11,,,,,,,,,,,
2719,57.3,2.11,,,,,,,,,,,
2720,57.3,2.11,,,,,,,,,,,
2721,57.3,2.12,,,,,,,,,,,
2722,57.3,2.12,,,,,,,,,,,
2723,57.3,2.11,,,,,,,,,,,
2724,57.2,2.11,,,,,,,,,,,
2725,57.2,2.11,,,,,,,,,,,
2726,57.2,2.12,,,,,,,,,,,
2727,57.2,2.12,,,,,,,,,,,
2728,57.2,2.11,,,,,,,,,,,
2729,57.1,2.11,,,,,,,,,,,
2730,57.1,2.12,,,,,,,,,,,
2731,57.1,2.12,,,,,,,,,,,
2732,57.1,2.12,,,,,,,,,,,
2733,57.1,2.11,,,,,,,,,,,
2734,57.1,2.11,,,,,,,,,,,
2735,57,2.11,,,,,,,,,,,
2736,57,2.12,,,,,,,,,,,
2737,57,2.12,,,,,,,,,,,
2738,57,2.12,,,,,,,,,,,
2739,57,2.11,,,,,,,,,,,
2740,56.9,2.11,,,,,,,,,,,
2741,56.9,2.12,,,,,,,,,,,
2742,56.9,2.12,,,,,,,,,,,
2743,56.9,2.11,,,,,,,,,,,
2744,56.9,2.11,,,,,,,,,,,
2745,56.8,2.12,,,,,,,,,,,
2746,56.8,2.12,,,,,,,,,,,
2747,56.8,2.11,,,,,,,,,,,
2748,56.8,2.11,,,,,,,,,,,
2749,56.8,2.11,,,,,,,,,,,
2750,56.7,2.12,,,,,,,,,,,
2751,56.7,2.12,,,,,,,,,,,
2752,56.7,2.11,,,,,,,,,,,
2753,56.7,2.11,,,,,,,,,,,
2754,56.7,2.12,,,,,,,,,,,
2755,56.6,2.12,,,,,,,,,,,
